date,gamePk,title,total_full,total_f5,full_line,f5_line,full_over,f5_over,full_side_known,f5_side_known,f5_story,posted_total,projected_full_total,projected_f5_total,derived_f5_line,away_projected_runs,home_projected_runs,away_f5_projected_runs,home_f5_projected_runs,away_projected_hits,home_projected_hits,away_f5_projected_hits,home_f5_projected_hits,away_hit_eff,home_hit_eff,away_f5_hit_eff,home_f5_hit_eff,chaos_maxMistakeChaos,chaos_maxRunClustering,chaos_maxEarlyMultiRunAllowed,chaos_maxOneBadInningAllowed,chaos_maxQuietFirst5,chaos_maxDeadBatTraffic,chaos_minLineupConversion,chaos_weatherCarry,chaos_weatherSuppress,tail_shape,category,full_total_lean,f5_total_lean,weather_carry_flag,weather_suppress_flag,away_starter_era,away_starter_whip,away_starter_inningsPitched,away_starter_walks,away_starter_homeRunsAllowed,away_starter_usage_expectedInnings,away_starter_usage_shortLeashRisk,away_mistake_mistakeChaosIndex,away_mistake_runClusteringIndex,away_mistake_oneBadInningAllowedRate,away_mistake_earlyMultiRunAllowedRate,away_lineup_lineupConversionIndex,away_lineup_baserunnersPerGame,away_lineup_runsPerBaserunner,away_lineup_quietFirst5Rate,away_lineup_trafficNoConversionRate,away_bullpen_bullpenChaosIndex,away_bullpen_bullpenMeltdownGameRate,away_bullpen_firstBatterReachRate,away_bullpen_homeRunAppearanceRate,home_starter_era,home_starter_whip,home_starter_inningsPitched,home_starter_walks,home_starter_homeRunsAllowed,home_starter_usage_expectedInnings,home_starter_usage_shortLeashRisk,home_mistake_mistakeChaosIndex,home_mistake_runClusteringIndex,home_mistake_oneBadInningAllowedRate,home_mistake_earlyMultiRunAllowedRate,home_lineup_lineupConversionIndex,home_lineup_baserunnersPerGame,home_lineup_runsPerBaserunner,home_lineup_quietFirst5Rate,home_lineup_trafficNoConversionRate,home_bullpen_bullpenChaosIndex,home_bullpen_bullpenMeltdownGameRate,home_bullpen_firstBatterReachRate,home_bullpen_homeRunAppearanceRate,park_runs,park_hr
2026-05-25,823784,Cardinals @ Brewers,6.0,3.0,7.5,4.2,0,0,1,1,dead,7.5,9.3,5.2,4.2,4.1,5.2,2.3,2.9,7.3,11.1,4.6,6.3,21.3,32.3,24.4,33.2,50.2,71.1,0.13,0.43,0.43,0.43,25.8,0.0,0.0,none,none,Over,Over,0.0,0.0,4.76,1.57,56.2,22.0,10.0,5.17,0.1,50.19,57.87,0.43,0.0,25.76,12.14,0.34,0.43,0.0,47.38,0.27,0.43,0.12,1.83,0.83,64.0,19.0,4.0,5.7,0.0,46.49,71.13,0.38,0.13,44.86,12.5,0.34,0.25,0.0,47.62,0.17,0.3,0.1,94.0,106.0
2026-05-25,823380,Cubs @ Pirates,3.0,2.0,8.0,4.8,0,0,1,1,dead,8.0,6.0,3.6,4.8,3.4,2.6,2.1,1.5,7.8,5.4,4.8,3.4,22.6,15.7,24.9,18.1,67.0,70.0,0.63,0.63,0.63,0.25,7.7,1.0,0.0,none,none,Under,Under,1.0,0.0,2.01,0.99,44.2,14.0,1.0,4.33,0.67,66.95,70.0,0.63,0.63,7.73,11.13,0.26,0.25,0.0,43.24,0.17,0.21,0.16,3.76,1.42,55.0,20.0,3.0,4.88,0.5,63.97,58.53,0.63,0.38,19.04,11.25,0.3,0.63,0.0,54.71,0.5,0.31,0.18,100.0,80.0
2026-05-25,823219,Diamondbacks @ Giants,8.0,6.0,7.5,4.5,1,1,1,1,crooked,7.5,9.5,5.7,4.5,3.7,5.8,2.1,3.6,7.7,11.9,4.5,7.4,22.2,34.6,23.7,39.2,61.4,79.5,0.38,0.75,0.25,0.25,62.1,1.0,0.0,none,none,Over,Over,1.0,0.0,5.71,1.51,41.0,18.0,8.0,5.86,0.0,51.04,74.2,0.25,0.38,71.76,13.75,0.45,0.25,0.0,42.4,0.15,0.24,0.03,3.27,1.15,55.0,21.0,2.0,5.5,0.0,61.42,79.49,0.75,0.25,62.07,13.5,0.43,0.13,0.0,49.04,0.23,0.33,0.07,94.0,78.0
2026-05-25,825005,Mariners @ Athletics,11.0,7.0,10.5,5.9,1,1,1,1,crooked,10.5,9.4,5.3,5.9,4.5,4.9,2.5,2.8,8.8,9.7,5.0,5.6,25.4,28.3,26.4,29.3,61.5,72.2,0.5,0.5,0.5,0.38,23.2,0.0,0.0,none,none,Under,Under,0.0,0.0,6.41,1.55,46.1,18.0,7.0,4.89,0.22,54.93,71.86,0.5,0.13,23.22,10.0,0.34,0.5,0.0,46.62,0.23,0.4,0.05,3.31,1.39,51.2,16.0,9.0,5.17,0.0,61.53,72.23,0.5,0.5,29.26,14.13,0.29,0.5,0.0,41.69,0.23,0.31,0.07,100.0,100.0
2026-05-25,822812,Marlins @ Blue Jays,10.0,3.0,7.5,4.6,1,0,1,1,dead,7.5,5.9,3.6,4.6,2.2,3.7,1.2,2.4,5.3,8.2,3.1,5.4,15.2,23.9,16.4,28.2,57.5,76.0,0.38,0.38,0.5,0.38,24.2,0.0,0.0,none,none,Under,Under,0.0,0.0,5.07,1.27,55.0,13.0,8.0,5.5,0.0,57.5,75.96,0.38,0.38,52.05,11.5,0.36,0.25,0.13,46.9,0.38,0.18,0.08,1.07,1.07,25.1,8.0,0.0,5.07,0.0,47.82,69.49,0.25,0.13,24.22,11.5,0.33,0.5,0.0,50.2,0.23,0.3,0.08,102.0,110.0
2026-05-25,824437,Nationals @ Guardians,12.0,10.0,8.0,4.5,1,1,1,1,crooked,8.0,9.2,5.2,4.5,5.3,3.9,3.1,2.1,10.5,8.4,6.3,5.0,30.5,24.5,32.9,26.7,59.3,62.8,0.5,0.25,0.63,0.38,37.3,0.0,0.0,none,none,Over,Over,0.0,0.0,3.32,1.48,21.2,14.0,3.0,1.27,1.0,59.34,62.83,0.25,0.5,37.32,12.75,0.35,0.5,0.13,55.21,0.31,0.38,0.14,3.75,1.25,60.0,21.0,7.0,5.45,0.0,41.92,59.29,0.0,0.13,45.12,10.5,0.38,0.63,0.13,34.3,0.08,0.35,0.07,96.0,94.0
2026-05-25,823296,Phillies @ Padres,3.0,1.0,7.0,4.1,0,0,1,1,dead,7.0,5.4,3.2,4.1,2.9,2.5,1.8,1.4,7.0,5.6,4.5,3.4,20.4,16.3,23.9,17.7,54.7,65.6,0.5,0.13,0.63,0.25,33.1,0.0,0.0,none,none,Under,Under,0.0,0.0,4.85,1.31,55.2,15.0,5.0,5.57,0.1,46.32,65.64,0.13,0.25,33.05,10.13,0.32,0.63,0.0,42.24,0.08,0.32,0.18,9.0,1.81,16.0,10.0,2.0,4.0,0.25,54.69,65.16,0.13,0.5,46.56,10.38,0.37,0.5,0.13,40.63,0.08,0.35,0.07,94.0,108.0
2026-05-25,824838,Rays @ Orioles,16.0,0.0,8.5,5.0,1,0,1,1,dead,8.5,8.1,4.8,5.0,5.4,2.7,3.3,1.5,10.3,6.1,6.3,3.5,29.6,17.7,32.6,18.7,66.9,82.6,0.5,0.38,0.71,0.14,29.1,1.0,0.0,none,none,Pass,Pass,1.0,0.0,2.52,1.04,50.0,19.0,2.0,4.96,0.0,48.92,82.64,0.29,0.14,46.22,14.43,0.4,0.71,0.0,49.13,0.27,0.25,0.19,3.86,1.47,58.1,30.0,7.0,5.23,0.0,66.87,74.52,0.38,0.5,29.05,11.75,0.35,0.38,0.25,47.69,0.33,0.31,0.08,106.0,112.0
2026-05-25,823625,Reds @ Mets,9.0,7.0,7.5,4.4,1,1,1,1,crooked,7.5,8.2,4.8,4.4,4.1,4.1,2.5,2.3,8.0,9.0,5.1,5.1,23.2,26.2,26.7,27.0,70.7,86.2,0.57,0.5,0.5,0.25,46.5,1.0,0.0,none,none,Over,Pass,1.0,0.0,6.75,1.44,16.0,9.0,4.0,5.0,0.0,66.66,68.48,0.29,0.57,55.28,11.43,0.4,0.14,0.14,61.91,0.73,0.37,0.32,3.51,1.02,59.0,17.0,6.0,5.8,0.0,70.67,86.23,0.5,0.5,46.46,11.5,0.4,0.5,0.0,48.1,0.31,0.24,0.11,98.0,102.0
2026-05-25,823948,Rockies @ Dodgers,8.0,3.0,8.5,5.0,0,0,1,1,dead,8.5,7.8,4.6,5.0,3.9,3.9,2.4,2.2,7.8,8.8,5.0,5.0,22.4,25.6,26.0,26.3,66.6,76.8,0.5,0.75,0.38,0.25,20.2,1.0,0.0,none,none,Pass,Pass,1.0,0.0,6.59,1.5,27.1,6.0,6.0,5.2,0.0,66.6,63.85,0.75,0.5,20.17,10.5,0.31,0.25,0.13,47.51,0.08,0.32,0.07,4.93,1.27,45.2,13.0,9.0,5.07,0.11,53.46,76.78,0.25,0.38,40.18,14.63,0.44,0.38,0.0,39.38,0.15,0.26,0.0,104.0,128.0
2026-05-25,824598,Twins @ White Sox,4.0,4.0,7.5,4.1,0,0,1,1,normal,7.5,7.7,4.2,4.1,4.8,2.9,2.7,1.5,10.4,6.2,6.3,3.4,30.0,18.0,32.7,17.7,73.7,80.7,0.38,0.75,0.38,0.25,36.4,1.0,0.0,none,none,Pass,Pass,1.0,0.0,2.37,0.84,19.0,2.0,3.0,6.5,0.0,48.52,72.2,0.38,0.25,36.38,12.63,0.35,0.38,0.0,34.11,0.08,0.35,0.0,3.96,1.39,52.1,23.0,7.0,4.92,0.13,73.73,80.69,0.75,0.38,43.6,11.88,0.43,0.25,0.13,62.56,0.5,0.46,0.24,96.0,95.0
2026-05-25,824107,Yankees @ Royals,7.0,3.0,9.5,5.8,0,0,1,1,dead,9.5,5.2,3.2,5.8,2.3,2.9,1.3,1.9,5.8,5.9,3.4,4.0,16.7,17.2,17.8,21.1,63.7,72.6,0.25,0.57,0.71,0.5,6.6,1.0,0.0,none,none,Under,Under,1.0,0.0,3.64,1.2,54.1,16.0,6.0,5.23,0.1,63.73,72.6,0.57,0.0,9.69,11.14,0.29,0.71,0.14,51.57,0.25,0.39,0.1,2.85,1.06,66.1,21.0,8.0,6.33,0.0,59.06,65.6,0.25,0.25,6.57,10.38,0.27,0.5,0.13,54.26,0.25,0.5,0.15,100.0,83.0
2026-05-26,824275,Angels @ Tigers,16.0,9.0,8.5,5.0,1,1,1,1,crooked,8.5,5.8,3.4,5.0,2.7,3.1,1.6,1.8,6.2,6.5,3.9,4.0,17.8,19.0,20.4,21.1,62.9,73.7,0.5,0.38,0.38,0.5,10.8,0.0,0.0,none,none,Under,Under,0.0,0.0,4.55,1.34,57.1,29.0,5.0,5.73,0.0,62.91,73.69,0.38,0.38,61.05,10.13,0.4,0.38,0.0,53.98,0.5,0.34,0.12,3.83,1.01,49.1,14.0,6.0,5.48,0.0,57.93,58.37,0.38,0.5,10.8,9.75,0.26,0.38,0.0,60.04,0.38,0.31,0.16,100.0,100.0
2026-05-26,822898,Astros @ Rangers,17.0,13.0,8.0,4.3,1,1,1,1,crooked,8.0,9.1,4.9,4.3,3.9,5.2,2.2,2.7,7.9,11.8,4.7,6.6,23.2,35.0,25.0,35.0,56.4,76.7,0.38,0.5,0.5,0.13,37.9,0.0,0.0,none,none,Over,Over,0.0,0.0,7.3,1.7,12.1,6.0,2.0,6.0,0.0,56.19,76.69,0.5,0.13,37.94,10.75,0.35,0.5,0.0,41.5,0.31,0.26,0.09,4.61,1.39,54.2,23.0,8.0,5.47,0.1,56.41,71.78,0.25,0.38,45.18,12.38,0.38,0.25,0.0,53.81,0.33,0.29,0.1,85.0,88.0
2026-05-26,824758,Braves @ Red Sox,13.0,4.0,8.0,4.7,1,0,1,1,normal,8.0,6.1,3.6,4.7,2.4,3.7,1.3,2.3,5.2,8.2,3.2,5.1,15.0,24.0,16.5,27.0,61.2,68.0,0.5,0.38,0.38,0.25,25.8,1.0,0.0,none,none,Under,Under,1.0,0.0,3.0,1.14,21.0,12.0,4.0,5.25,0.25,51.36,63.88,0.25,0.13,49.97,11.88,0.42,0.38,0.0,37.67,0.08,0.17,0.1,2.4,1.01,48.2,14.0,3.0,5.41,0.0,61.18,68.01,0.38,0.5,25.81,12.63,0.31,0.38,0.25,55.82,0.25,0.37,0.05,104.0,84.0
2026-05-26,823785,Cardinals @ Brewers,6.0,6.0,8.0,4.5,0,1,1,1,crooked,8.0,8.1,4.6,4.5,4.9,3.2,2.9,1.7,9.5,7.0,5.9,4.1,27.6,20.4,30.9,21.9,59.4,72.8,0.14,0.57,0.43,0.43,22.7,0.0,0.0,none,none,Pass,Pass,0.0,0.0,2.4,0.99,56.1,12.0,7.0,5.63,0.0,59.44,63.78,0.57,0.14,22.66,11.29,0.33,0.43,0.0,47.44,0.25,0.44,0.12,1.77,1.07,45.2,14.0,3.0,5.07,0.11,44.18,72.82,0.38,0.13,52.87,13.25,0.35,0.13,0.0,46.85,0.15,0.29,0.1,94.0,106.0
2026-05-26,823379,Cubs @ Pirates,13.0,9.0,8.0,4.6,1,1,1,1,crooked,8.0,6.2,3.6,4.6,2.3,3.9,1.1,2.5,5.2,8.5,2.7,5.4,15.0,24.8,14.0,28.5,64.9,71.6,0.5,0.5,0.75,0.38,3.0,0.0,0.0,none,none,Under,Under,0.0,0.0,,,,0.0,0.0,0.0,0.0,64.87,71.62,0.5,0.5,3.02,11.0,0.24,0.38,0.0,43.37,0.15,0.23,0.17,2.89,1.03,62.1,16.0,6.0,6.23,0.0,58.91,59.27,0.5,0.25,16.9,11.88,0.31,0.75,0.0,53.41,0.46,0.29,0.17,100.0,80.0
2026-05-26,823216,Diamondbacks @ Giants,12.0,5.0,8.0,4.6,1,1,1,1,crooked,8.0,9.2,5.3,4.6,5.1,4.1,3.0,2.3,10.4,8.4,6.3,4.9,30.1,24.6,33.1,26.0,63.7,85.3,0.38,0.75,0.25,0.25,59.1,1.0,0.0,none,none,Over,Over,1.0,0.0,2.24,1.19,60.1,23.0,4.0,6.03,0.0,45.37,73.54,0.13,0.38,67.97,13.63,0.43,0.25,0.0,43.6,0.15,0.28,0.03,6.1,1.57,51.2,21.0,10.0,5.17,0.0,63.67,85.26,0.75,0.25,59.09,12.38,0.42,0.13,0.0,50.34,0.23,0.35,0.07,94.0,78.0
2026-05-26,825004,Mariners @ Athletics,5.0,4.0,9.5,5.3,0,0,1,1,normal,9.5,8.2,4.6,5.3,4.1,4.1,2.3,2.3,8.1,8.5,4.7,5.0,23.3,24.9,24.8,26.1,60.3,78.2,0.63,0.5,0.5,0.38,30.5,0.0,0.0,none,none,Under,Under,0.0,0.0,3.07,1.06,58.2,13.0,8.0,5.87,0.0,54.33,78.2,0.38,0.13,43.07,10.25,0.39,0.5,0.0,47.77,0.23,0.43,0.08,,,,0.0,0.0,0.0,0.0,60.31,68.5,0.5,0.63,30.53,14.13,0.3,0.38,0.0,41.54,0.21,0.3,0.09,100.0,100.0
2026-05-26,822811,Marlins @ Blue Jays,9.0,3.0,7.5,4.4,1,0,1,1,dead,7.5,5.4,3.2,4.4,2.3,3.1,1.2,2.0,5.4,7.2,3.1,4.8,15.6,21.0,16.3,25.2,55.2,76.3,0.38,0.38,0.5,0.5,6.1,0.0,0.0,none,none,Under,Under,0.0,0.0,4.0,1.28,69.2,20.0,6.0,6.33,0.0,54.34,76.3,0.25,0.38,65.55,11.13,0.43,0.25,0.0,47.65,0.36,0.23,0.09,2.73,1.01,29.2,12.0,2.0,1.17,1.0,55.21,71.0,0.38,0.13,6.12,11.88,0.29,0.5,0.0,52.55,0.31,0.32,0.08,102.0,110.0
2026-05-26,824434,Nationals @ Guardians,9.0,5.0,7.5,4.5,1,1,1,1,crooked,7.5,8.4,5.0,4.5,5.1,3.3,3.1,1.9,10.4,7.4,6.3,4.5,30.2,21.6,33.1,23.8,57.7,67.3,0.38,0.25,0.63,0.38,26.1,0.0,0.0,none,none,Over,Over,0.0,0.0,3.86,1.43,53.2,19.0,3.0,4.88,0.18,57.74,67.27,0.25,0.38,53.25,13.13,0.41,0.5,0.0,54.49,0.29,0.37,0.14,3.05,1.32,56.0,27.0,6.0,5.09,0.09,45.49,56.69,0.13,0.25,26.13,9.63,0.31,0.63,0.13,33.93,0.08,0.31,0.1,96.0,94.0
2026-05-26,823294,Phillies @ Padres,7.0,6.0,7.5,4.4,0,1,1,1,crooked,7.5,5.5,3.2,4.4,2.8,2.7,1.6,1.6,6.7,6.4,4.0,3.8,19.4,18.8,20.9,20.2,54.7,63.2,0.5,0.13,0.63,0.38,20.5,1.0,0.0,none,none,Under,Under,1.0,0.0,6.04,1.56,50.2,18.0,9.0,5.07,0.1,45.68,63.18,0.13,0.25,27.98,9.0,0.32,0.63,0.0,42.3,0.08,0.32,0.16,2.96,1.19,54.2,16.0,5.0,5.47,0.0,54.68,59.33,0.13,0.5,20.53,10.13,0.3,0.5,0.13,40.05,0.08,0.33,0.07,94.0,108.0
2026-05-26,824837,Rays @ Orioles,7.0,7.0,8.5,4.9,0,1,1,1,crooked,8.5,10.3,5.9,4.9,6.3,4.0,3.7,2.2,12.1,8.3,7.1,5.0,34.6,24.2,37.1,26.2,61.4,78.1,0.38,0.29,0.57,0.14,38.1,1.0,0.0,none,none,Over,Over,1.0,0.0,3.54,1.36,28.0,15.0,4.0,3.8,0.4,50.59,78.07,0.29,0.14,46.39,14.57,0.41,0.57,0.0,53.42,0.36,0.24,0.18,4.87,1.45,57.1,25.0,7.0,5.73,0.0,61.37,72.57,0.25,0.38,38.08,12.63,0.39,0.38,0.13,51.76,0.42,0.33,0.1,106.0,112.0
2026-05-26,823624,Reds @ Mets,9.0,5.0,7.5,4.2,1,1,1,1,crooked,7.5,8.5,4.8,4.2,5.7,2.8,3.3,1.5,10.5,6.3,6.3,3.4,30.2,18.2,33.0,18.0,70.2,84.6,0.63,0.5,0.38,0.38,40.5,0.0,0.0,none,none,Over,Over,0.0,0.0,1.83,0.95,59.0,18.0,7.0,5.9,0.0,63.65,67.88,0.29,0.43,63.25,11.71,0.43,0.14,0.14,59.66,0.67,0.38,0.29,5.03,1.55,48.1,20.0,2.0,4.72,0.17,70.23,84.55,0.5,0.63,40.46,10.75,0.37,0.38,0.0,45.29,0.29,0.23,0.1,98.0,102.0
2026-05-26,823949,Rockies @ Dodgers,21.0,11.0,9.0,5.2,1,1,1,1,crooked,9.0,8.7,5.0,5.2,4.4,4.3,2.6,2.4,8.5,9.3,5.1,5.3,24.4,27.1,26.7,27.8,66.0,72.3,0.38,0.75,0.25,0.25,15.6,1.0,0.0,none,none,Pass,Pass,1.0,0.0,7.04,1.7,38.1,14.0,9.0,4.79,0.13,65.95,60.38,0.75,0.38,15.56,10.0,0.29,0.25,0.13,52.62,0.14,0.33,0.07,6.69,1.49,36.1,16.0,11.0,4.39,0.17,51.04,72.25,0.25,0.38,32.47,13.5,0.38,0.25,0.0,35.1,0.08,0.24,0.02,104.0,128.0
2026-05-26,824597,Twins @ White Sox,8.0,2.0,7.5,4.3,1,0,1,1,dead,7.5,7.0,4.0,4.3,3.7,3.3,2.2,1.8,8.5,7.0,5.2,4.1,24.7,20.4,27.5,21.5,70.2,79.7,0.38,0.75,0.25,0.25,33.3,0.0,1.0,none,none,Pass,Pass,1.0,1.0,3.02,0.97,56.2,14.0,3.0,5.15,0.09,50.27,72.2,0.38,0.38,39.34,12.88,0.34,0.25,0.0,33.73,0.08,0.34,0.0,4.08,1.21,53.0,14.0,5.0,4.96,0.0,70.22,79.7,0.75,0.38,33.33,11.75,0.38,0.25,0.13,60.53,0.46,0.43,0.23,96.0,95.0
2026-05-26,824106,Yankees @ Royals,16.0,11.0,8.5,4.5,1,1,1,1,crooked,8.5,6.4,3.4,4.5,3.8,2.6,2.1,1.3,9.5,5.6,5.5,2.8,27.3,16.2,28.6,14.9,57.8,66.6,0.38,0.43,0.57,0.38,13.4,1.0,0.0,none,none,Under,Under,1.0,0.0,1.5,0.86,66.0,13.0,2.0,6.0,0.0,57.31,66.59,0.43,0.0,13.41,10.29,0.29,0.57,0.14,45.7,0.17,0.35,0.09,9.82,2.86,7.1,6.0,1.0,2.0,1.0,57.75,64.42,0.25,0.38,13.42,10.25,0.28,0.5,0.13,53.54,0.23,0.47,0.14,100.0,83.0
2026-05-27,824270,Angels @ Tigers,4.0,3.0,9.0,4.6,0,0,1,1,dead,9.0,5.1,2.6,4.6,2.4,2.7,1.2,1.4,5.6,5.6,3.0,3.0,16.2,16.3,15.7,15.8,59.9,74.7,0.5,0.5,0.38,0.38,19.8,0.0,0.0,none,none,Under,Under,0.0,0.0,2.65,1.15,71.1,31.0,6.0,6.03,0.0,57.93,74.74,0.38,0.25,66.68,11.75,0.44,0.38,0.0,55.0,0.5,0.33,0.14,2.27,0.97,47.2,12.0,2.0,5.46,0.13,59.88,60.13,0.5,0.5,19.77,10.63,0.29,0.38,0.0,57.66,0.38,0.3,0.21,100.0,100.0
2026-05-27,822897,Astros @ Rangers,7.0,4.0,7.5,4.1,0,0,1,1,normal,7.5,8.7,4.8,4.1,4.2,4.5,2.3,2.5,8.5,10.0,5.1,5.7,25.0,29.4,27.0,30.3,62.2,80.2,0.5,0.5,0.38,0.13,55.7,0.0,0.0,none,none,Over,Over,0.0,0.0,5.81,1.55,57.1,20.0,12.0,5.63,0.0,55.36,80.23,0.5,0.25,55.66,11.38,0.41,0.38,0.0,39.48,0.23,0.27,0.09,3.88,1.01,55.2,11.0,12.0,5.37,0.1,62.19,75.72,0.38,0.5,61.81,12.63,0.4,0.13,0.0,53.63,0.33,0.28,0.16,85.0,88.0
2026-05-27,824756,Braves @ Red Sox,8.0,6.0,7.0,4.0,1,1,1,1,crooked,7.0,6.1,3.5,4.0,3.5,2.6,1.9,1.6,7.6,5.3,4.4,3.6,22.0,15.3,23.0,18.9,64.0,67.4,0.5,0.5,0.38,0.25,32.3,1.0,0.0,none,none,Pass,Pass,1.0,0.0,2.5,1.08,72.0,22.0,5.0,6.24,0.0,56.32,63.72,0.25,0.25,42.52,11.75,0.41,0.38,0.0,43.91,0.15,0.22,0.12,3.0,1.17,60.0,22.0,9.0,5.4,0.0,64.01,67.35,0.5,0.5,32.27,13.38,0.32,0.25,0.25,57.13,0.33,0.34,0.07,104.0,84.0
2026-05-27,823783,Cardinals @ Brewers,3.0,1.0,8.5,4.8,0,0,1,1,dead,8.5,9.4,5.3,4.8,4.8,4.6,2.7,2.6,9.0,10.2,5.4,6.0,26.1,29.9,28.5,31.6,62.3,78.8,0.14,0.71,0.43,0.43,22.8,0.0,0.0,none,none,Over,Over,0.0,0.0,4.57,1.3,61.0,17.0,5.0,5.4,0.2,62.31,64.92,0.71,0.14,22.77,11.43,0.33,0.43,0.0,46.06,0.25,0.4,0.12,2.6,1.22,45.0,18.0,2.0,4.87,0.4,45.23,78.79,0.38,0.0,54.37,13.13,0.37,0.25,0.0,46.59,0.15,0.27,0.1,94.0,106.0
2026-05-27,823376,Cubs @ Pirates,14.0,8.0,7.5,4.4,1,1,1,1,crooked,7.5,8.4,4.9,4.4,2.9,5.5,1.7,3.2,6.7,10.9,4.0,6.9,19.4,31.8,20.9,36.3,65.9,68.2,0.63,0.5,0.63,0.5,0.0,1.0,0.0,none,none,Pass,Pass,1.0,0.0,5.37,1.28,60.1,20.0,19.0,5.53,0.0,65.87,67.77,0.5,0.63,0.0,10.13,0.17,0.38,0.0,46.35,0.23,0.25,0.2,4.85,1.52,52.0,36.0,7.0,4.7,0.1,55.49,68.23,0.38,0.25,37.91,13.5,0.38,0.63,0.0,53.56,0.46,0.31,0.17,100.0,80.0
2026-05-27,823217,Diamondbacks @ Giants,5.0,2.0,7.5,4.5,0,0,1,1,dead,7.5,7.4,4.4,4.5,3.0,4.4,1.8,2.6,6.1,9.7,4.0,5.9,17.8,28.3,20.9,31.3,66.3,77.2,0.38,0.88,0.25,0.25,56.9,0.0,0.0,none,none,Pass,Pass,0.0,0.0,3.25,1.2,61.0,14.0,4.0,5.5,0.1,45.96,68.11,0.13,0.38,62.01,13.0,0.4,0.25,0.0,45.33,0.23,0.3,0.08,4.34,1.07,29.0,6.0,2.0,5.67,0.25,66.31,77.16,0.88,0.38,56.85,11.63,0.4,0.0,0.0,52.76,0.31,0.36,0.1,94.0,78.0
2026-05-27,825003,Mariners @ Athletics,10.0,5.0,9.5,5.4,1,0,1,1,crooked,9.5,9.8,5.6,5.4,4.8,5.0,2.7,2.9,9.2,10.0,5.5,6.1,26.5,29.2,29.0,31.9,64.6,75.4,0.75,0.63,0.38,0.38,35.8,0.0,0.0,none,none,Pass,Pass,0.0,0.0,3.69,1.11,68.1,16.0,11.0,5.7,0.1,48.11,75.43,0.25,0.13,48.19,11.0,0.38,0.38,0.0,47.77,0.23,0.42,0.11,4.07,1.19,66.1,20.0,12.0,5.6,0.1,64.57,69.5,0.63,0.75,35.82,13.63,0.31,0.25,0.0,38.97,0.21,0.3,0.07,100.0,100.0
2026-05-27,822809,Marlins @ Blue Jays,3.0,2.0,8.5,5.0,0,0,1,1,dead,8.5,6.0,3.5,5.0,2.3,3.7,1.1,2.4,5.2,8.7,2.8,5.6,15.1,25.3,14.6,29.5,60.5,74.1,0.5,0.38,0.75,0.5,7.3,0.0,0.0,none,none,Under,Under,0.0,0.0,4.6,1.26,62.2,28.0,11.0,5.17,0.2,60.51,71.18,0.38,0.5,46.22,9.75,0.35,0.5,0.0,48.29,0.43,0.21,0.1,3.13,1.09,69.0,12.0,6.0,5.8,0.1,54.01,74.07,0.25,0.13,7.3,12.5,0.3,0.75,0.13,48.64,0.23,0.33,0.06,102.0,110.0
2026-05-27,824432,Nationals @ Guardians,5.0,4.0,8.5,4.9,0,0,1,1,normal,8.5,7.6,4.4,4.9,4.6,3.0,2.7,1.7,9.2,6.6,5.6,4.0,26.6,19.4,29.4,21.2,53.1,70.5,0.38,0.25,0.63,0.38,11.4,0.0,0.0,none,none,Under,Under,0.0,0.0,3.28,1.46,24.2,16.0,4.0,1.39,1.0,53.07,70.47,0.13,0.38,56.22,12.38,0.42,0.5,0.0,54.7,0.29,0.37,0.15,3.07,1.09,76.1,24.0,9.0,6.43,0.0,48.13,51.48,0.25,0.38,11.41,9.13,0.26,0.63,0.13,34.27,0.08,0.32,0.07,96.0,94.0
2026-05-27,823295,Phillies @ Padres,3.0,0.0,7.5,4.1,0,0,1,1,dead,7.5,5.7,3.1,4.1,3.3,2.4,2.0,1.1,7.7,5.2,4.9,2.8,22.2,15.3,26.0,14.6,50.4,59.3,0.63,0.13,0.63,0.38,12.9,1.0,0.0,none,none,Under,Under,1.0,0.0,1.47,1.12,79.1,16.0,3.0,6.63,0.0,43.42,59.31,0.13,0.25,29.87,9.25,0.28,0.63,0.0,45.91,0.08,0.37,0.18,4.88,1.32,51.2,18.0,4.0,4.63,0.4,50.38,52.42,0.0,0.63,12.9,9.25,0.26,0.5,0.13,39.38,0.08,0.33,0.05,94.0,108.0
2026-05-27,824836,Rays @ Orioles,13.0,8.0,12.0,6.7,1,1,1,1,crooked,12.0,10.1,5.6,6.7,6.2,3.9,3.4,2.2,12.0,8.2,6.9,5.0,34.6,23.6,35.9,26.4,60.9,82.6,0.38,0.43,0.71,0.29,32.3,1.0,0.0,none,none,Under,Under,1.0,0.0,4.67,1.24,44.1,17.0,7.0,5.17,0.13,58.62,82.59,0.43,0.14,32.33,14.14,0.37,0.71,0.14,48.88,0.27,0.19,0.22,3.65,1.62,12.1,7.0,2.0,4.67,0.0,60.88,75.49,0.25,0.38,35.55,12.25,0.39,0.5,0.13,51.5,0.42,0.33,0.1,106.0,112.0
