date,gamePk,title,total_full,total_f5,full_line,f5_line,full_over,f5_over,full_side_known,f5_side_known,f5_story,posted_total,projected_full_total,projected_f5_total,derived_f5_line,away_projected_runs,home_projected_runs,away_f5_projected_runs,home_f5_projected_runs,away_projected_hits,home_projected_hits,away_f5_projected_hits,home_f5_projected_hits,away_hit_eff,home_hit_eff,away_f5_hit_eff,home_f5_hit_eff,chaos_maxMistakeChaos,chaos_maxRunClustering,chaos_maxEarlyMultiRunAllowed,chaos_maxOneBadInningAllowed,chaos_maxQuietFirst5,chaos_maxDeadBatTraffic,chaos_minLineupConversion,chaos_weatherCarry,chaos_weatherSuppress,tail_shape,category,full_total_lean,f5_total_lean,weather_carry_flag,weather_suppress_flag,away_starter_era,away_starter_whip,away_starter_inningsPitched,away_starter_walks,away_starter_homeRunsAllowed,away_starter_usage_expectedInnings,away_starter_usage_shortLeashRisk,away_mistake_mistakeChaosIndex,away_mistake_runClusteringIndex,away_mistake_oneBadInningAllowedRate,away_mistake_earlyMultiRunAllowedRate,away_lineup_lineupConversionIndex,away_lineup_baserunnersPerGame,away_lineup_runsPerBaserunner,away_lineup_quietFirst5Rate,away_lineup_trafficNoConversionRate,away_bullpen_bullpenChaosIndex,away_bullpen_bullpenMeltdownGameRate,away_bullpen_firstBatterReachRate,away_bullpen_homeRunAppearanceRate,home_starter_era,home_starter_whip,home_starter_inningsPitched,home_starter_walks,home_starter_homeRunsAllowed,home_starter_usage_expectedInnings,home_starter_usage_shortLeashRisk,home_mistake_mistakeChaosIndex,home_mistake_runClusteringIndex,home_mistake_oneBadInningAllowedRate,home_mistake_earlyMultiRunAllowedRate,home_lineup_lineupConversionIndex,home_lineup_baserunnersPerGame,home_lineup_runsPerBaserunner,home_lineup_quietFirst5Rate,home_lineup_trafficNoConversionRate,home_bullpen_bullpenChaosIndex,home_bullpen_bullpenMeltdownGameRate,home_bullpen_firstBatterReachRate,home_bullpen_homeRunAppearanceRate,park_runs,park_hr
2026-05-27,823626,Reds @ Mets,6.0,4.0,7.5,3.9,0,1,1,1,normal,7.5,9.1,4.7,3.9,4.1,5.0,2.4,2.3,7.4,9.6,4.8,4.8,21.4,28.0,25.1,25.4,69.8,70.5,0.63,0.63,0.38,0.38,22.5,1.0,0.0,none,none,Over,Over,1.0,0.0,4.01,1.4,60.2,26.0,9.0,5.15,0.09,58.9,70.49,0.29,0.29,66.76,12.71,0.44,0.14,0.0,52.02,0.58,0.36,0.23,1.67,0.96,27.0,11.0,1.0,1.11,1.0,69.79,67.46,0.63,0.63,22.52,8.75,0.26,0.38,0.13,45.74,0.29,0.25,0.1,98.0,102.0
2026-05-27,823947,Rockies @ Dodgers,5.0,4.0,8.0,4.0,0,0,1,0,normal,8.0,6.8,3.4,4.0,2.7,4.1,1.3,2.1,5.4,9.2,2.9,5.1,15.4,26.9,15.2,26.7,67.5,78.6,0.5,0.75,0.38,0.25,6.2,1.0,0.0,none,none,Pass,Pass,1.0,0.0,3.86,1.23,53.2,15.0,9.0,5.37,0.0,67.53,64.54,0.75,0.5,6.24,10.25,0.27,0.38,0.13,53.99,0.21,0.3,0.09,0.73,0.84,49.0,13.0,2.0,6.13,0.0,56.94,78.6,0.38,0.38,39.95,13.88,0.41,0.38,0.0,27.38,0.08,0.24,0.05,104.0,128.0
2026-05-27,824596,Twins @ White Sox,17.0,9.0,7.5,4.1,1,1,1,1,crooked,7.5,7.3,4.0,4.1,2.5,4.8,1.3,2.7,5.5,9.7,3.0,5.8,15.9,28.4,15.9,30.6,67.7,76.6,0.38,0.75,0.38,0.25,23.3,0.0,0.0,none,none,Pass,Pass,0.0,0.0,4.5,1.31,32.0,14.0,4.0,4.83,0.0,54.38,75.5,0.38,0.38,35.87,12.63,0.35,0.38,0.0,37.3,0.15,0.33,0.0,2.45,0.27,3.2,0.0,1.0,3.8,0.0,67.65,76.56,0.75,0.25,23.31,11.0,0.34,0.38,0.13,60.74,0.46,0.44,0.23,96.0,95.0
2026-05-27,824104,Yankees @ Royals,7.0,2.0,7.5,4.5,0,0,1,1,dead,7.5,6.4,3.8,4.5,3.8,2.6,2.2,1.6,9.4,5.2,5.4,3.5,27.2,15.2,28.5,18.2,62.7,77.8,0.5,0.38,0.71,0.29,18.6,1.0,0.0,none,none,Pass,Pass,1.0,0.0,0.0,0.78,9.0,3.0,0.0,4.8,0.0,57.66,77.8,0.29,0.0,35.17,12.29,0.34,0.71,0.14,47.05,0.17,0.35,0.1,4.7,1.37,51.2,16.0,5.0,5.3,0.0,62.71,69.07,0.38,0.5,18.57,9.63,0.29,0.5,0.0,56.9,0.31,0.46,0.19,100.0,83.0
2026-05-28,824272,Angels @ Tigers,8.0,4.0,9.0,5.3,0,0,1,1,normal,9.0,10.1,6.0,5.3,4.5,5.6,2.6,3.4,9.6,11.9,5.8,7.2,27.8,34.6,30.3,38.0,58.5,70.2,0.38,0.38,0.5,0.25,25.7,0.0,0.0,none,none,Over,Over,0.0,0.0,7.53,1.67,14.1,8.0,2.0,4.2,0.5,58.5,70.18,0.38,0.38,57.16,11.88,0.41,0.38,0.0,54.83,0.5,0.32,0.15,5.81,1.61,52.2,30.0,8.0,4.27,0.6,51.63,57.24,0.38,0.38,25.65,11.25,0.3,0.5,0.0,51.33,0.38,0.3,0.2,100.0,100.0
2026-05-28,822896,Astros @ Rangers,6.0,6.0,7.0,4.2,0,1,1,1,crooked,7.0,6.4,3.8,4.2,3.1,3.3,1.9,1.9,6.2,7.8,4.0,4.6,18.1,23.0,21.1,24.5,59.7,73.7,0.38,0.38,0.25,0.13,58.1,0.0,0.0,none,none,Under,Pass,0.0,0.0,1.32,1.2,41.0,25.0,1.0,5.86,0.0,49.9,73.66,0.38,0.38,68.28,11.0,0.43,0.25,0.0,39.93,0.23,0.29,0.13,3.65,1.14,61.2,14.0,11.0,6.17,0.0,59.69,72.84,0.38,0.38,58.14,11.88,0.39,0.13,0.0,53.12,0.25,0.28,0.21,85.0,88.0
2026-05-28,824834,Blue Jays @ Orioles,3.0,2.0,7.0,3.9,0,0,1,1,dead,7.0,10.5,5.9,3.9,5.6,4.9,3.1,2.8,11.8,10.0,6.9,6.0,34.0,29.0,35.8,31.7,56.9,78.5,0.25,0.13,0.88,0.63,3.5,0.0,0.0,none,none,Over,Over,0.0,0.0,3.77,1.39,45.1,13.0,4.0,4.93,0.0,52.16,69.85,0.13,0.13,3.48,11.88,0.29,0.88,0.13,44.3,0.15,0.33,0.06,5.29,1.64,49.1,19.0,4.0,4.63,0.13,56.9,78.45,0.13,0.25,51.72,12.5,0.43,0.5,0.13,51.26,0.42,0.32,0.1,106.0,112.0
2026-05-28,824757,Braves @ Red Sox,12.0,4.0,12.0,6.6,0,0,0,1,normal,12.0,5.1,2.8,6.6,2.5,2.6,1.2,1.6,5.6,5.6,2.9,3.7,16.1,16.3,15.0,19.6,57.2,66.2,0.38,0.38,0.38,0.25,35.0,1.0,0.0,none,none,Under,Under,1.0,0.0,2.01,0.94,67.0,17.0,6.0,6.2,0.0,56.32,63.72,0.25,0.25,34.99,12.13,0.4,0.38,0.0,44.36,0.15,0.21,0.16,2.61,0.9,41.1,11.0,3.0,6.11,0.0,57.22,66.22,0.38,0.38,42.96,14.25,0.36,0.25,0.13,54.86,0.33,0.36,0.08,104.0,84.0
2026-05-28,823378,Cubs @ Pirates,9.0,1.0,7.0,3.8,1,0,1,1,dead,7.0,8.3,4.5,3.8,2.7,5.6,1.4,3.1,6.4,10.6,3.4,6.3,18.5,30.9,17.8,33.2,69.4,74.8,0.75,0.5,0.63,0.5,1.8,1.0,0.0,none,none,Pass,Pass,1.0,0.0,4.75,1.38,55.0,18.0,8.0,5.21,0.13,69.44,74.76,0.5,0.75,1.77,11.75,0.22,0.38,0.0,42.73,0.15,0.23,0.16,2.92,0.79,61.2,9.0,6.0,5.45,0.09,54.38,68.78,0.38,0.25,44.45,12.63,0.39,0.63,0.0,55.15,0.46,0.35,0.19,100.0,80.0
2026-05-28,824595,Twins @ White Sox,8.0,7.0,9.5,5.4,0,1,1,1,crooked,9.5,8.4,4.8,5.4,2.6,5.8,1.4,3.4,6.5,10.7,3.7,6.6,18.8,31.3,19.5,34.9,62.2,84.3,0.5,0.63,0.25,0.25,33.6,0.0,0.0,none,none,Pass,Pass,0.0,0.0,7.74,1.89,47.2,25.0,9.0,4.67,0.56,57.15,73.67,0.38,0.5,33.55,11.5,0.34,0.25,0.0,41.53,0.23,0.33,0.02,2.0,0.99,67.2,14.0,3.0,6.17,0.0,62.17,84.3,0.63,0.13,47.51,13.0,0.42,0.25,0.13,61.28,0.46,0.41,0.24,96.0,95.0
2026-05-29,822978,Angels @ Rays,13.0,3.0,8.0,4.4,1,0,1,1,dead,8.0,7.4,4.1,4.4,3.3,4.1,1.9,2.2,7.2,8.2,4.5,4.6,20.9,23.8,23.5,24.2,62.8,69.1,0.29,0.43,0.71,0.43,0.0,0.0,0.0,none,none,Under,Pass,0.0,0.0,2.58,1.38,38.1,22.0,2.0,5.24,0.14,54.71,69.07,0.25,0.25,63.88,11.5,0.43,0.38,0.0,52.17,0.46,0.31,0.13,1.51,1.11,59.2,12.0,4.0,5.97,0.0,62.84,65.85,0.43,0.29,0.0,12.57,0.26,0.71,0.29,52.47,0.27,0.22,0.25,100.0,100.0
2026-05-29,824835,Blue Jays @ Orioles,11.0,5.0,9.0,5.1,1,0,1,1,crooked,9.0,9.1,5.2,5.1,5.6,3.5,3.2,2.0,11.9,7.7,7.1,4.6,34.1,22.2,37.1,24.1,56.2,78.5,0.25,0.13,0.88,0.63,4.4,0.0,0.0,none,none,Pass,Pass,0.0,0.0,0.0,0.92,4.1,0.0,0.0,0.0,0.0,50.07,66.6,0.13,0.13,4.44,12.13,0.29,0.88,0.13,42.36,0.14,0.32,0.06,6.96,1.62,42.2,17.0,6.0,4.74,0.22,56.15,78.45,0.13,0.25,46.48,13.0,0.41,0.5,0.13,50.7,0.38,0.34,0.09,106.0,112.0
2026-05-29,824515,Braves @ Reds,11.0,7.0,9.0,5.4,1,1,1,1,crooked,9.0,9.6,5.8,5.4,5.5,4.1,3.3,2.5,11.9,7.7,7.2,5.0,34.2,22.4,37.7,26.1,58.7,72.1,0.29,0.29,0.38,0.25,38.3,0.0,0.0,none,none,Over,Pass,0.0,0.0,3.71,1.29,53.1,25.0,9.0,5.23,0.0,53.92,65.09,0.13,0.13,38.28,11.75,0.44,0.38,0.0,44.29,0.15,0.23,0.13,6.91,1.73,41.2,15.0,7.0,4.5,0.13,58.74,72.07,0.29,0.29,44.79,14.14,0.37,0.14,0.0,52.29,0.64,0.36,0.23,106.0,122.0
2026-05-29,824191,Brewers @ Astros,9.0,7.0,8.5,5.0,1,1,1,1,crooked,8.5,7.0,4.1,5.0,3.0,4.0,1.7,2.4,6.2,8.6,3.9,5.3,17.8,25.1,20.4,27.9,47.9,76.5,0.38,0.38,0.38,0.13,45.4,0.0,0.0,none,none,Under,Under,0.0,0.0,2.61,0.77,10.1,1.0,0.0,5.17,0.0,43.88,76.47,0.25,0.0,45.36,11.63,0.34,0.38,0.0,42.83,0.08,0.25,0.07,2.19,1.05,37.0,15.0,3.0,4.25,0.5,47.92,71.82,0.38,0.38,74.31,11.38,0.45,0.13,0.0,37.48,0.15,0.29,0.12,102.0,116.0
2026-05-29,823055,Cubs @ Cardinals,11.0,9.0,7.5,4.4,1,1,1,1,crooked,7.5,7.7,4.5,4.4,3.5,4.2,1.9,2.6,8.1,7.9,4.6,5.2,23.5,23.0,24.1,27.4,67.5,74.8,0.63,0.57,0.57,0.57,0.0,1.0,0.0,none,none,Pass,Pass,1.0,0.0,4.04,1.07,64.2,17.0,10.0,5.88,0.0,67.45,74.82,0.5,0.63,11.7,12.5,0.26,0.38,0.0,42.94,0.15,0.24,0.17,3.76,1.25,55.0,20.0,7.0,5.5,0.0,60.83,62.52,0.57,0.14,0.0,10.86,0.24,0.57,0.0,45.05,0.18,0.36,0.08,100.0,100.0
2026-05-29,823135,Diamondbacks @ Mariners,13.0,6.0,7.0,4.1,1,1,1,1,crooked,7.0,10.0,5.9,4.1,4.0,6.0,2.3,3.6,8.5,11.6,5.2,7.0,24.7,33.7,27.4,36.7,49.7,76.7,0.38,0.25,0.38,0.25,53.4,0.0,0.0,none,none,Over,Over,0.0,0.0,4.8,1.44,54.1,17.0,7.0,4.94,0.18,44.14,64.98,0.0,0.38,60.53,12.5,0.4,0.38,0.0,41.6,0.15,0.26,0.08,3.54,1.21,68.2,16.0,6.0,6.24,0.0,49.7,76.73,0.25,0.13,53.36,11.63,0.39,0.25,0.0,40.61,0.17,0.34,0.13,100.0,100.0
2026-05-29,824353,Giants @ Rockies,14.0,4.0,10.5,6.6,1,0,1,1,normal,10.5,9.1,5.7,6.6,5.7,3.4,3.5,2.2,11.5,7.4,7.4,4.5,33.4,21.4,38.7,23.7,66.5,79.4,0.5,0.75,0.38,0.25,8.6,0.0,0.0,none,none,Pass,Under,0.0,0.0,5.06,1.4,48.0,15.0,4.0,6.14,0.0,64.9,79.41,0.75,0.25,57.21,11.38,0.41,0.13,0.0,58.92,0.33,0.42,0.11,7.21,1.9,53.2,18.0,10.0,4.79,0.18,66.46,69.06,0.63,0.5,8.61,10.25,0.28,0.38,0.13,58.1,0.23,0.33,0.1,100.0,100.0
2026-05-29,823623,Marlins @ Mets,16.0,10.0,7.5,4.3,1,1,1,1,crooked,7.5,5.2,3.0,4.3,2.7,2.5,1.8,1.2,5.9,5.6,4.4,2.8,17.2,16.2,23.0,14.9,63.9,70.5,0.5,0.5,0.63,0.38,18.6,1.0,0.0,none,none,Under,Under,1.0,0.0,2.52,1.05,60.2,22.0,4.0,5.52,0.0,58.09,70.52,0.25,0.38,27.79,10.0,0.3,0.63,0.13,44.72,0.38,0.21,0.1,3.52,1.27,61.1,27.0,8.0,5.58,0.0,63.87,60.06,0.5,0.5,18.63,8.63,0.23,0.38,0.13,48.3,0.31,0.31,0.08,98.0,102.0
2026-05-29,822732,Padres @ Nationals,12.0,9.0,7.5,4.6,1,1,1,1,crooked,7.5,8.1,5.0,4.6,3.0,5.1,1.8,3.2,6.6,10.4,4.3,6.5,19.2,30.2,22.7,34.0,52.1,67.7,0.63,0.13,0.5,0.5,8.1,0.0,0.0,none,none,Pass,Pass,0.0,0.0,2.7,1.3,10.0,8.0,0.0,5.0,0.0,52.1,46.53,0.0,0.63,8.11,9.38,0.24,0.5,0.13,43.02,0.17,0.35,0.07,5.49,1.53,19.2,6.0,2.0,4.6,0.0,50.85,67.7,0.13,0.25,38.37,11.75,0.37,0.5,0.0,52.92,0.23,0.36,0.1,100.0,100.0
2026-05-29,823946,Phillies @ Dodgers,6.0,4.0,8.0,4.9,0,0,1,1,normal,8.0,5.5,3.4,4.9,2.6,2.9,1.7,1.7,5.7,7.1,4.1,4.3,16.3,20.7,21.3,22.7,54.3,79.1,0.38,0.38,0.75,0.13,25.4,1.0,0.0,none,none,Under,Under,1.0,0.0,1.67,0.82,37.2,8.0,1.0,6.28,0.0,42.99,59.58,0.13,0.13,25.39,8.5,0.28,0.75,0.0,45.72,0.08,0.36,0.18,3.07,1.11,55.2,14.0,3.0,6.46,0.0,54.33,79.14,0.38,0.38,53.16,14.0,0.45,0.25,0.0,26.53,0.08,0.21,0.05,104.0,128.0
2026-05-29,824433,Red Sox @ Guardians,7.0,7.0,8.0,4.6,0,1,1,1,crooked,8.0,8.4,4.8,4.6,5.0,3.4,3.1,1.7,10.6,7.3,6.5,4.2,30.6,21.5,34.1,22.3,61.8,70.4,0.38,0.5,0.63,0.25,1.8,0.0,0.0,none,none,Pass,Pass,0.0,0.0,1.04,1.15,17.1,7.0,1.0,0.0,0.0,61.79,70.36,0.5,0.38,38.91,14.25,0.35,0.13,0.0,56.64,0.33,0.44,0.13,5.18,1.48,57.1,20.0,9.0,5.21,0.0,51.05,55.96,0.25,0.25,1.76,9.88,0.23,0.63,0.25,34.98,0.08,0.35,0.07,96.0,94.0
2026-05-29,822894,Royals @ Rangers,10.0,6.0,7.5,4.6,1,1,1,1,crooked,7.5,5.5,3.4,4.6,3.2,2.3,2.1,1.3,7.2,5.7,4.7,3.4,21.0,16.8,24.8,18.1,64.1,73.5,0.5,0.5,0.5,0.25,23.0,0.0,0.0,none,none,Under,Under,0.0,0.0,2.77,0.85,26.0,5.0,3.0,6.5,0.0,63.7,64.22,0.5,0.5,23.04,9.13,0.29,0.5,0.0,56.54,0.42,0.4,0.2,4.42,1.24,55.0,26.0,6.0,5.0,0.18,64.11,73.5,0.5,0.5,47.6,10.25,0.34,0.13,0.0,52.95,0.23,0.3,0.2,85.0,88.0
2026-05-29,824594,Tigers @ White Sox,7.0,3.0,8.5,4.9,0,0,1,1,dead,8.5,7.9,4.6,4.9,4.6,3.3,2.7,1.9,9.5,6.5,5.7,4.1,27.6,18.9,30.2,21.5,59.0,82.8,0.38,0.63,0.5,0.38,19.5,0.0,0.0,none,none,Pass,Pass,0.0,0.0,1.59,0.88,5.2,3.0,0.0,5.67,0.0,58.53,61.65,0.5,0.38,19.53,10.75,0.29,0.5,0.0,49.36,0.38,0.3,0.14,5.47,1.46,49.1,20.0,12.0,4.9,0.14,59.03,82.82,0.63,0.13,61.25,13.5,0.44,0.13,0.13,60.88,0.46,0.4,0.24,96.0,95.0
2026-05-29,823377,Twins @ Pirates,11.0,9.0,8.0,4.4,1,1,1,1,crooked,8.0,8.4,4.6,4.4,3.1,5.3,1.7,2.9,6.6,10.8,3.9,6.1,19.1,31.5,20.6,32.0,60.6,70.6,0.5,0.5,0.63,0.5,35.2,1.0,0.0,none,none,Pass,Pass,1.0,0.0,2.92,1.22,52.1,21.0,5.0,5.78,0.0,58.61,70.6,0.5,0.5,39.56,11.13,0.36,0.13,0.0,41.41,0.23,0.33,0.02,9.0,1.0,1.0,0.0,1.0,0.0,0.0,60.61,70.63,0.5,0.25,35.2,11.88,0.36,0.63,0.0,58.48,0.54,0.36,0.21,100.0,80.0
2026-05-29,825002,Yankees @ Athletics,10.0,8.0,9.5,5.6,1,1,1,1,crooked,9.5,6.8,4.0,5.6,4.1,2.7,2.3,1.7,9.6,5.4,5.8,3.6,27.7,15.7,30.1,19.2,66.9,76.0,0.88,0.63,0.86,0.5,9.2,0.0,0.0,none,none,Under,Under,0.0,0.0,4.15,1.46,13.0,11.0,0.0,4.33,0.33,56.05,76.0,0.14,0.0,37.4,12.29,0.36,0.86,0.14,44.99,0.17,0.33,0.07,4.23,1.44,61.2,31.0,8.0,5.61,0.09,66.86,58.11,0.63,0.88,9.24,12.63,0.21,0.25,0.0,41.05,0.23,0.28,0.1,100.0,100.0
2026-05-30,822975,Angels @ Rays,17.0,9.0,8.0,4.4,1,1,1,1,crooked,8.0,6.9,3.8,4.4,2.5,4.4,1.3,2.5,5.2,9.2,3.0,5.3,15.0,26.8,15.7,27.9,71.6,75.4,0.29,0.57,0.71,0.43,0.7,0.0,0.0,none,none,Pass,Pass,0.0,0.0,4.63,1.18,68.0,22.0,6.0,5.83,0.2,55.47,70.07,0.38,0.13,56.25,11.88,0.42,0.5,0.0,58.22,0.54,0.36,0.16,3.36,1.02,59.0,12.0,8.0,5.5,0.1,71.59,75.36,0.57,0.29,0.72,13.43,0.29,0.71,0.29,57.01,0.36,0.24,0.21,100.0,100.0
2026-05-30,824833,Blue Jays @ Orioles,11.0,3.0,8.0,4.2,1,0,1,1,dead,8.0,7.1,3.7,4.2,4.5,2.6,2.5,1.2,9.8,5.6,5.9,3.0,28.2,16.3,30.5,15.5,53.3,76.0,0.25,0.13,0.75,0.5,13.8,0.0,0.0,none,none,Under,Under,0.0,0.0,2.19,1.16,37.0,17.0,0.0,5.33,0.33,52.45,70.0,0.13,0.25,13.76,12.13,0.33,0.75,0.13,41.03,0.14,0.31,0.07,3.35,1.37,43.0,17.0,5.0,5.19,0.29,53.27,76.04,0.13,0.25,56.4,13.13,0.43,0.38,0.0,55.24,0.46,0.36,0.09,106.0,112.0
2026-05-30,824513,Braves @ Reds,7.0,5.0,8.5,5.2,0,0,1,1,crooked,8.5,9.4,5.7,5.2,5.6,3.8,3.5,2.2,11.9,7.7,7.4,4.7,34.1,22.2,38.4,24.9,68.9,75.0,0.43,0.43,0.38,0.25,34.0,0.0,0.0,none,none,Over,Over,0.0,0.0,2.79,1.06,51.2,18.0,6.0,5.33,0.0,53.66,64.07,0.13,0.13,34.0,12.5,0.4,0.38,0.0,46.17,0.15,0.26,0.11,6.18,1.69,51.0,16.0,16.0,4.6,0.5,68.92,74.98,0.43,0.43,42.19,14.0,0.37,0.0,0.14,55.08,0.64,0.41,0.24,106.0,122.0
2026-05-30,824190,Brewers @ Astros,11.0,8.0,7.5,4.2,1,1,1,1,crooked,7.5,9.4,5.3,4.2,3.4,6.0,1.8,3.5,7.3,11.5,4.1,7.1,21.0,33.5,21.7,37.1,46.4,77.5,0.38,0.38,0.25,0.13,51.6,0.0,0.0,none,none,Over,Over,0.0,0.0,6.24,1.53,49.0,27.0,10.0,4.15,0.67,46.39,77.47,0.38,0.0,51.62,11.13,0.36,0.25,0.0,41.93,0.08,0.27,0.07,3.77,1.21,45.1,21.0,2.0,5.76,0.14,43.29,68.44,0.25,0.38,74.86,12.25,0.45,0.13,0.0,42.33,0.15,0.3,0.11,102.0,116.0
2026-05-30,823054,Cubs @ Cardinals,7.0,2.0,8.5,4.9,0,0,1,1,dead,8.5,7.8,4.5,4.9,4.2,3.6,2.4,2.1,9.5,6.6,5.6,4.2,27.5,19.2,29.2,22.3,65.9,79.5,0.63,0.57,0.43,0.43,19.8,1.0,1.0,none,none,Pass,Pass,1.0,1.0,1.92,0.93,51.2,15.0,1.0,4.75,0.0,65.93,79.53,0.5,0.63,20.71,13.63,0.28,0.38,0.0,46.44,0.15,0.21,0.12,4.25,1.56,55.0,22.0,8.0,5.07,0.0,58.96,68.52,0.57,0.29,19.75,11.29,0.3,0.43,0.0,41.26,0.18,0.35,0.08,100.0,100.0
2026-05-30,823132,Diamondbacks @ Mariners,6.0,4.0,7.0,3.9,0,1,1,1,normal,7.0,10.1,5.6,3.9,4.1,6.0,2.2,3.4,8.4,11.9,4.9,7.0,24.1,34.8,25.6,36.9,52.4,71.8,0.38,0.38,0.38,0.25,48.9,0.0,0.0,none,none,Over,Over,0.0,0.0,4.65,1.18,60.0,19.0,11.0,5.45,0.09,45.68,66.06,0.0,0.38,48.87,13.5,0.37,0.38,0.0,41.09,0.15,0.23,0.09,3.82,1.04,63.2,14.0,6.0,5.79,0.09,52.42,71.82,0.38,0.13,65.28,12.63,0.42,0.13,0.0,39.86,0.25,0.37,0.11,100.0,100.0
2026-05-30,824352,Giants @ Rockies,11.0,5.0,10.5,6.1,1,0,1,1,crooked,10.5,11.9,6.9,6.1,5.8,6.1,3.4,3.5,11.6,11.6,7.0,7.0,33.5,33.8,36.6,36.8,69.0,75.1,0.5,0.75,0.38,0.25,11.3,1.0,0.0,none,none,Over,Pass,1.0,0.0,5.34,1.51,55.2,21.0,8.0,5.27,0.0,63.18,72.81,0.75,0.25,56.82,12.0,0.42,0.13,0.0,62.46,0.42,0.42,0.16,5.48,1.39,23.0,8.0,5.0,4.0,0.4,69.03,75.1,0.5,0.5,11.29,11.25,0.3,0.38,0.13,57.92,0.31,0.3,0.09,100.0,100.0
2026-05-30,823622,Marlins @ Mets,7.0,4.0,7.5,4.1,0,0,1,1,normal,7.5,6.1,3.3,4.1,3.4,2.7,2.0,1.3,7.6,5.3,4.7,2.8,22.1,15.3,24.7,14.7,63.3,68.6,0.38,0.38,0.63,0.38,30.0,1.0,0.0,none,none,Pass,Pass,1.0,0.0,1.63,1.27,38.2,19.0,1.0,3.67,1.0,56.94,67.08,0.25,0.38,31.38,11.25,0.33,0.63,0.13,55.2,0.46,0.19,0.12,2.97,1.38,30.1,16.0,1.0,4.22,0.67,63.34,68.62,0.38,0.38,30.0,9.13,0.29,0.38,0.13,49.35,0.38,0.31,0.07,98.0,102.0
2026-05-30,822731,Padres @ Nationals,13.0,4.0,9.0,5.3,1,0,1,1,normal,9.0,6.3,3.7,5.3,3.1,3.2,1.6,2.1,7.7,6.1,3.9,4.5,22.1,17.9,20.5,23.6,53.7,64.1,0.63,0.13,0.5,0.5,3.9,0.0,0.0,none,none,Under,Under,0.0,0.0,3.04,1.13,68.0,29.0,6.0,5.7,0.1,53.7,47.89,0.0,0.63,3.94,10.13,0.26,0.5,0.13,44.43,0.17,0.36,0.07,3.76,1.15,67.0,21.0,13.0,5.7,0.1,50.66,64.09,0.13,0.25,28.73,12.25,0.33,0.5,0.0,55.99,0.31,0.33,0.13,100.0,100.0
2026-05-30,823945,Phillies @ Dodgers,7.0,3.0,8.5,5.3,0,0,1,1,dead,8.5,7.4,4.6,5.3,3.2,4.2,2.1,2.5,6.9,9.8,4.8,5.8,20.0,28.4,24.9,30.7,52.4,78.5,0.25,0.38,0.63,0.13,28.3,1.0,0.0,none,none,Pass,Pass,1.0,0.0,4.38,1.28,61.2,17.0,5.0,5.61,0.09,45.01,55.81,0.13,0.25,28.27,8.5,0.29,0.63,0.0,44.17,0.08,0.34,0.17,4.93,1.42,45.2,18.0,9.0,5.07,0.0,52.4,78.46,0.38,0.25,57.27,13.88,0.44,0.25,0.0,26.3,0.08,0.2,0.06,104.0,128.0
2026-05-30,824431,Red Sox @ Guardians,10.0,2.0,7.5,4.1,1,0,1,1,dead,7.5,4.8,2.6,4.1,2.5,2.3,1.2,1.4,5.6,5.6,2.9,3.6,16.2,16.4,15.3,19.0,68.9,73.8,0.5,0.63,0.5,0.25,13.3,0.0,0.0,none,none,Under,Under,0.0,0.0,3.06,1.2,50.0,14.0,4.0,4.89,0.44,68.93,73.78,0.63,0.5,33.82,13.38,0.34,0.0,0.13,56.58,0.33,0.47,0.14,2.21,1.07,69.1,21.0,6.0,5.83,0.0,53.59,61.89,0.38,0.25,13.25,9.63,0.25,0.5,0.25,30.22,0.0,0.29,0.05,96.0,94.0
2026-05-30,822893,Royals @ Rangers,13.0,3.0,7.5,4.5,1,0,1,1,dead,7.5,6.1,3.7,4.5,2.7,3.4,1.7,2.0,5.8,8.3,3.9,4.9,17.0,24.5,20.7,26.0,65.0,75.4,0.5,0.5,0.38,0.25,20.7,0.0,0.0,none,none,Under,Under,0.0,0.0,3.55,1.35,71.0,23.0,4.0,5.87,0.1,64.95,64.22,0.5,0.5,20.72,9.25,0.28,0.38,0.0,56.36,0.5,0.31,0.28,3.54,1.32,56.0,25.0,5.0,4.7,0.33,64.6,75.39,0.5,0.5,62.36,10.13,0.4,0.13,0.0,47.84,0.23,0.34,0.19,85.0,88.0
2026-05-30,824593,Tigers @ White Sox,8.0,3.0,7.5,4.2,1,0,1,1,dead,7.5,9.6,5.4,4.2,4.7,4.9,2.7,2.7,9.3,10.2,5.6,5.9,26.9,29.9,29.4,31.3,56.7,83.5,0.38,0.5,0.5,0.25,27.3,0.0,0.0,none,none,Over,Over,0.0,0.0,4.39,1.32,67.2,25.0,7.0,5.5,0.2,55.98,62.41,0.5,0.38,27.29,10.75,0.3,0.5,0.0,53.76,0.46,0.34,0.17,3.77,1.4,57.1,24.0,8.0,5.04,0.33,56.7,83.45,0.5,0.25,61.66,13.0,0.46,0.25,0.13,57.8,0.38,0.39,0.27,96.0,95.0
