bucket,reason,match_id,id_prefix,match_date,start_time_utc,status,tour,surface,source_event_id,participant_rows,distinct_players
quarantine,match_not_attached_to_active_tennislive_source,dk-wta-wta-quals-london-priscilla-hon-vs-polina-kudermetova-2026-06-07,dk,2026-06-07,2026-06-07T09:30:00.0000000Z,scheduled,WTA,Grass,34248710,2,2
quarantine,match_not_attached_to_active_tennislive_source,dk-wta-wta-quals-london-talia-gibson-vs-alina-charaeva-2026-06-07,dk,2026-06-07,2026-06-07T09:30:00.0000000Z,scheduled,WTA,Grass,34248713,2,2
quarantine,match_not_attached_to_active_tennislive_source,dk-wta-wta-quals-london-tatjana-maria-vs-yuriko-lily-miyazaki-2026-06-07,dk,2026-06-07,2026-06-07T12:30:00.0000000Z,scheduled,WTA,Grass,34248711,2,2
quarantine,match_not_attached_to_active_tennislive_source,rh-atp-challenger-bad-rappenau-mikrut-vs-nava-2026-06-07,rh,2026-06-07,2026-06-07T12:00:00Z,scheduled,ATP,Clay,667844c0-a62e-4953-ac9a-7330eb45447a,2,2
quarantine,match_not_attached_to_active_tennislive_source,rh-atp-challenger-centurion-2-henning-vs-donski-2026-06-07,rh,2026-06-07,2026-06-07T10:00:00Z,scheduled,ATP,Hard,e8becd57-5b2c-4aaa-a322-0000c57df9f2,2,2
quarantine,match_not_attached_to_active_tennislive_source,rh-atp-challenger-prostejov-baez-vs-molcan-2026-06-07,rh,2026-06-07,2026-06-07T09:00:00Z,scheduled,ATP,Clay,2e62e8ca-7232-4cd5-966a-cee6ecbd36dd,2,2
quarantine,match_not_attached_to_active_tennislive_source,rh-atp-challenger-tyler-walton-vs-ilagan-2026-06-07,rh,2026-06-07,2026-06-07T17:00:00Z,scheduled,ATP,Hard,796288a4-08d9-4ef5-90c3-996608ef668e,2,2
quarantine,match_not_attached_to_active_tennislive_source,rh-wta-125k-birmingham-eala-vs-bartunkova-2026-06-07,rh,2026-06-07,2026-06-07T10:30:00Z,scheduled,WTA,Grass,eeed6ff6-def4-44ad-bb5d-83f94c78dbcc,2,2
quarantine,match_not_attached_to_active_tennislive_source,rh-wta-125k-foggia-romero-gormaz-vs-grant-2026-06-07,rh,2026-06-07,2026-06-07T16:30:00Z,scheduled,WTA,Clay,b20a02af-a86e-4de7-8229-119ec945af33,2,2
quarantine,match_not_attached_to_active_tennislive_source,rh-wta-125k-makarska-semenistaja-vs-timofeeva-2026-06-07,rh,2026-06-07,2026-06-07T18:00:00Z,scheduled,WTA,Clay,a22fb2cf-418c-45b5-be7b-78a0f9630ad7,2,2
